Date,Chain,Postcode,Category,Total Units,Sale Price,Cost Price
5/1/16,Ready Wear,2480,Groceries,251,1.48,1.04
5/1/16,Bellings,4700,Womens,14,11.92,3.95
5/1/16,Bellings,3134,Accessories,42,4.99,2.33
5/1/16,Ready Wear,2020,Shoes,13,9.62,1
5/1/16,Ready Wear,2020,Accessories,21,10.94,5.59
5/1/16,Bellings,6010,Hosiery,49,4.36,2.07
5/1/16,Bellings,3030,Womens,23,9.9,5.01
5/1/16,Bellings,3429,Kids,29,8.23,4.34
5/1/16,Bellings,5168,Kids,27,9.77,5.59
5/1/16,Bellings,6725,Intimate,46,4.91,2.45
5/1/16,Bellings,2609,Accessories,67,2.94,1.25
5/1/16,Ready Wear,3353,Womens,57,2.99,1
5/1/16,Bellings,3136,Mens,44,4.15,1.57
5/1/16,Bellings,5043,Womens,116,5.38,4.4
5/1/16,Ready Wear,3148,Shoes,30,5.98,2.18
5/1/16,Ready Wear,3066,Intimate,126,4.52,3.61
5/1/16,Ready Wear,3551,Shoes,44,5.49,2.9
5/1/16,Ready Wear,3076,Mens,170,3.39,2.72
5/1/16,Ready Wear,6330,Shoes,92,3.47,2.23
5/1/16,Bellings,6112,Mens,34,5.39,2.01
5/1/16,Bellings,5169,Mens,35,5.99,2.7
5/1/16,Bellings,6450,Hosiery,49,5,2.64
5/1/16,Ready Wear,2154,Intimate,133,4.91,4.04
5/1/16,Ready Wear,2650,Juniors,55,10.37,8.26
5/1/16,Bellings,4700,Accessories,49,4.66,2.29
5/1/16,Bellings,6021,Home,35,7.65,4.32
5/1/16,Bellings,4305,Intimate,48,5.12,2.69
5/1/16,Bellings,3030,Shoes,12,34.49,24.76
5/1/16,Bellings,2609,Kids,25,9.75,5.08
5/1/16,Bellings,4220,Home,52,5.12,2.87
5/1/16,Bellings,2064,Womens,16,11.12,3.82
5/1/16,Bellings,6112,Womens,13,12.99,4
5/1/16,Bellings,2609,Hosiery,48,4.63,2.19
5/1/16,Ready Wear,2795,Intimate,60,4.55,2.6
5/1/16,Bellings,5169,Juniors,25,6.99,2.29
5/1/16,Bellings,3131,Kids,71,5.39,3.73
5/1/16,Bellings,5290,Womens,32,10.51,6.83
5/1/16,Bellings,5011,Kids,40,6.01,3.06
5/1/16,Bellings,2485,Hosiery,46,5.69,3.13
5/1/16,Bellings,2064,Kids,37,6.61,3.42
5/1/16,Ready Wear,2480,Mens,24,7.92,3
5/1/16,Bellings,5082,Shoes,9,41.16,28.01
5/1/16,Bellings,2609,Kids,28,9.99,5.75
5/1/16,Ready Wear,3148,Mens,39,5.46,2.41
5/1/16,Bellings,3134,Kids,32,8.9,5.18
5/1/16,Ready Wear,2650,Mens,51,5.69,3.36
5/1/16,Bellings,6109,Womens,25,10.51,5.75
5/1/16,Ready Wear,3148,Groceries,235,1.99,1.48
5/1/16,Bellings,4570,Womens,16,14.99,7.5
5/1/16,Bellings,2120,Accessories,95,2.56,1.3
5/1/16,Ready Wear,3550,Womens,32,6.15,2.39
5/1/16,Bellings,2790,Hosiery,63,3.81,1.9
5/1/16,Bellings,3179,Intimate,41,5.37,2.43
5/1/16,Bellings,4680,Shoes,31,14.99,11.08
5/1/16,Bellings,4703,Intimate,50,4.92,2.5
5/1/16,Bellings,3280,Home,54,5.66,3.41
5/1/16,Bellings,2131,Womens,32,8.21,4.42
5/1/16,Ready Wear,4551,Groceries,224,1.48,0.94
5/1/16,Bellings,4700,Juniors,12,12.43,2.29
5/1/16,Ready Wear,2541,Accessories,8,32.87,17.63
5/1/16,Bellings,4220,Accessories,64,4.02,2.11
5/1/16,Bellings,3630,Home,65,3.58,1.69
5/1/16,Ready Wear,3076,Home,44,6.06,3.27
5/1/16,Bellings,4700,Intimate,38,5.97,2.74
5/1/16,Bellings,2485,Kids,27,10.32,5.77
5/1/16,Bellings,7250,Kids,50,5.93,3.47
5/1/16,Bellings,4012,Kids,30,8.92,4.81
5/1/16,Bellings,4655,Accessories,129,2.3,1.34
5/1/16,Ready Wear,2650,Groceries,243,1.99,1.48
5/1/16,Bellings,3030,Womens,44,7.72,4.91
5/1/16,Ready Wear,2067,Womens,45,4.5,1.75
5/1/16,Bellings,4655,Shoes,20,9.39,3.2
5/1/16,Ready Wear,2350,Home,52,4.87,2.49
5/1/16,Ready Wear,4551,Juniors,36,5.94,2.5
5/1/16,Bellings,6052,Kids,69,4.7,2.9
5/1/16,Ready Wear,2560,Kids,309,1.06,0.66
5/1/16,Bellings,3931,Hosiery,50,4.62,2.12
5/1/16,Bellings,5011,Accessories,130,2.4,1.44
5/1/16,Ready Wear,6280,Kids,159,3.64,2.85
5/1/16,Ready Wear,3148,Mens,16,12.68,4.85
5/1/16,Ready Wear,4119,Mens,12,14.99,4.5
5/1/16,Ready Wear,3148,Intimate,62,6.03,3.99
5/1/16,Bellings,2790,Womens,22,9.91,4.16
5/1/16,Ready Wear,4509,Kids,154,3.29,2.47
5/1/16,Ready Wear,4509,Accessories,8,35.49,19.65
5/1/16,Bellings,4825,Accessories,117,2.21,1.13
5/1/16,Ready Wear,3550,Groceries,244,2.01,1.49
5/1/16,Bellings,4740,Womens,25,8.95,3.86
5/1/16,Bellings,2141,Home,65,4.67,2.71
5/1/16,Bellings,6052,Accessories,88,2.99,1.54
5/1/16,Ready Wear,2541,Intimate,65,4.38,2.42
5/1/16,Bellings,2790,Juniors,38,6.5,3.14
5/1/16,Ready Wear,4551,Mens,56,4.13,1.84
5/1/16,Ready Wear,4215,Mens,39,5.99,2.7
5/1/16,Bellings,3030,Home,68,3.69,1.8
5/1/16,Bellings,870,Womens,18,14.32,7.16
5/1/16,Bellings,6450,Womens,25,8.96,3.8
5/1/16,Ready Wear,2560,Womens,37,6.99,3.5
5/1/16,Bellings,4870,Hosiery,64,4.43,2.41
5/1/16,Bellings,6010,Shoes,36,14.74,11.14
5/1/16,Ready Wear,4509,Home,59,5.09,2.9
5/1/16,Bellings,3690,Mens,26,7.99,3
5/1/16,Bellings,3977,Kids,32,8.77,4.71
5/1/16,Bellings,3280,Hosiery,61,4.28,2.14
5/1/16,Bellings,3690,Accessories,95,3.23,1.85
5/1/16,Bellings,6010,Accessories,83,3.51,1.93
5/1/16,Bellings,5343,Intimate,41,6.11,2.91
5/1/16,Bellings,6109,Shoes,47,4.45,1.65
5/1/16,Bellings,2485,Juniors,16,13.8,5.56
5/1/16,Ready Wear,2830,Shoes,93,5.22,3.8
5/1/16,Bellings,7018,Accessories,124,2.32,1.25
5/1/16,Bellings,2539,Kids,33,9.08,5.07
5/1/16,Bellings,2539,Mens,55,4.55,2.14
5/1/16,Bellings,3179,Mens,50,5.51,2.85
5/1/16,Ready Wear,3076,Intimate,45,5.77,2.81
5/1/16,Bellings,2131,Mens,31,7.09,2.79
5/1/16,Bellings,3179,Shoes,13,35.45,25.19
5/1/16,Ready Wear,2067,Intimate,68,2.47,0.5
5/1/16,Bellings,6109,Accessories,64,4.57,2.48
5/1/16,Bellings,4825,Hosiery,48,6.06,3.27
5/1/16,Ready Wear,2067,Groceries,70,5.2,3.28
5/1/16,Bellings,2750,Intimate,50,5.05,2.35
5/1/16,Bellings,6052,Accessories,55,4.24,1.79
5/1/16,Ready Wear,3018,Shoes,46,4.9,1.96
5/1/16,Bellings,6010,Shoes,55,4.37,1.89
5/1/16,Ready Wear,2154,Groceries,67,4.18,2.15
5/1/16,Ready Wear,2116,Groceries,183,2.3,1.56
5/1/16,Bellings,7250,Accessories,34,8.08,4.07
5/1/16,Ready Wear,3076,Juniors,22,11.9,5.68
5/1/16,Bellings,2485,Accessories,47,5.32,2.4
5/1/16,Bellings,5607,Accessories,94,2.98,1.52
5/1/16,Bellings,5082,Mens,52,5.12,2.47
5/1/16,Bellings,3977,Accessories,135,2.91,1.89
5/1/16,Ready Wear,6330,Accessories,192,2.86,2.14
5/1/16,Bellings,3931,Mens,42,5.99,2.7
5/1/16,Ready Wear,3148,Groceries,384,1.11,0.75
5/1/16,Bellings,5011,Womens,14,12.21,2.33
5/1/16,Ready Wear,3066,Mens,67,4.94,2.87
5/1/16,Ready Wear,3148,Intimate,37,6.99,3.25
5/1/16,Bellings,4305,Juniors,18,10.1,2.41
5/1/16,Ready Wear,2650,Accessories,11,27.17,14.57
5/1/16,Bellings,3134,Womens,87,5.44,3.84
5/1/16,Ready Wear,4509,Mens,71,5.43,3.46
5/1/16,Ready Wear,2031,Groceries,226,2.15,1.53
5/1/16,Ready Wear,2031,Home,53,5.59,2.94
5/1/16,Bellings,2609,Kids,63,5.22,2.99
5/1/16,Bellings,6109,Kids,35,8.82,4.8
5/1/16,Bellings,3977,Womens,31,9.93,5.39
5/1/16,Bellings,3030,Mens,85,3.33,1.67
5/1/16,Bellings,3690,Hosiery,59,4.74,2.35
5/1/16,Bellings,4700,Kids,55,6.25,3.68
5/1/16,Bellings,5168,Home,87,4.55,2.92
5/1/16,Ready Wear,3076,Juniors,23,13.16,6.97
5/1/16,Bellings,3500,Shoes,15,35.46,25.96
5/1/16,Bellings,4305,Shoes,40,15.69,12.11
5/1/16,Bellings,870,Kids,35,8.42,4.32
5/1/16,Ready Wear,6280,Groceries,235,2.17,1.56
5/1/16,Ready Wear,3353,Kids,221,3.65,3
5/1/16,Bellings,2750,Home,121,3.39,2.2
5/1/16,Ready Wear,3551,Kids,109,3.81,2.49
5/1/16,Ready Wear,2560,Womens,50,4.59,1.7
5/1/16,Bellings,6027,Shoes,66,9.76,7.57
5/1/16,Bellings,2485,Kids,83,4.88,3.14
5/1/16,Bellings,4305,Mens,44,5.99,2.7
5/1/16,Bellings,4305,Kids,77,5.5,3.61
5/1/16,Ready Wear,2031,Juniors,21,17.13,10.21
5/1/16,Bellings,5011,Accessories,86,3.89,2.2
5/1/16,Bellings,3136,Hosiery,53,5.69,2.92
5/1/16,Bellings,3690,Shoes,13,35.99,24.67
5/1/16,Bellings,7250,Hosiery,69,4.51,2.37
5/1/16,Ready Wear,2795,Shoes,72,3.82,1.77
5/1/16,Bellings,4220,Womens,47,7.42,4.28
5/1/16,Bellings,4870,Mens,41,7.26,3.65
5/1/16,Bellings,6010,Womens,85,6.31,4.57
5/1/16,Ready Wear,2617,Kids,141,4.14,3.08
5/1/16,Bellings,3977,Intimate,53,4.84,2.03
5/1/16,Bellings,2478,Intimate,70,4.07,1.94
5/1/16,Bellings,5168,Kids,57,6.2,3.58
5/1/16,Ready Wear,2830,Kids,43,7.52,4.02
5/1/16,Ready Wear,3076,Kids,76,5.33,3.35
5/1/16,Bellings,4802,Accessories,64,4.01,1.65
5/1/16,Bellings,2131,Intimate,42,6.67,3.06
5/1/16,Ready Wear,2067,Accessories,22,7.9,1
5/1/16,Bellings,2539,Accessories,150,3.3,2.29
5/1/16,Ready Wear,2541,Juniors,31,9.82,4.9
5/1/16,Bellings,2120,Kids,47,6.61,3.36
5/1/16,Ready Wear,2800,Accessories,39,11.35,7.44
5/1/16,Bellings,6027,Kids,67,5.09,2.81
5/1/16,Bellings,2158,Womens,28,10.92,5.47
5/1/16,Bellings,5011,Hosiery,90,3.49,1.79
5/1/16,Bellings,2790,Home,93,3.54,1.89
5/1/16,Ready Wear,2830,Home,40,8.64,4.78
5/1/16,Bellings,4802,Home,84,3.92,2.08
5/1/16,Bellings,870,Kids,111,4.48,3.09
5/1/16,Ready Wear,4068,Shoes,65,4.87,2.49
5/1/16,Bellings,6030,Accessories,123,3.41,2.15
5/1/16,Ready Wear,2020,Mens,47,5.99,2.7
5/1/16,Bellings,5168,Home,89,3.45,1.71
5/1/16,Bellings,2141,Mens,51,5.69,2.65
5/1/16,Bellings,4655,Hosiery,74,4,1.9
5/1/16,Ready Wear,6280,Accessories,51,12.41,9.36
5/1/16,Bellings,5607,Mens,50,5.3,2.18
5/1/16,Ready Wear,3175,Intimate,75,3.76,1.68
5/1/16,Ready Wear,2015,Shoes,80,4.82,2.87
5/1/16,Bellings,6112,Juniors,38,6.94,2.82
5/1/16,Bellings,3931,Accessories,71,4.29,2.08
5/1/16,Bellings,5043,Mens,99,3.18,1.59
5/1/16,Bellings,3429,Mens,49,6.93,3.71
5/1/16,Bellings,3690,Mens,35,8.73,4.23
5/1/16,Bellings,6450,Accessories,53,5.86,2.88
5/1/16,Bellings,6052,Womens,78,3.18,1.15
5/1/16,Bellings,4305,Accessories,62,4.89,2.34
5/1/16,Bellings,6052,Mens,49,6.91,3.65
5/1/16,Ready Wear,2617,Womens,56,5.94,3.09
5/1/16,Bellings,4220,Mens,72,4.66,2.44
5/1/16,Bellings,7018,Intimate,45,6.66,3.1
5/1/16,Bellings,2790,Home,81,4.57,2.59
5/1/16,Ready Wear,3353,Juniors,37,12.45,8.08
5/1/16,Bellings,4802,Mens,46,6.21,2.69
5/1/16,Bellings,5082,Kids,35,10.05,5.42
5/1/16,Ready Wear,3353,Intimate,83,4.21,2.26
5/1/16,Bellings,5043,Womens,45,6.97,3.37
5/1/16,Bellings,2158,Hosiery,55,5.9,2.95
5/1/16,Bellings,5343,Shoes,26,11.61,5.35
5/1/16,Ready Wear,2031,Kids,99,4.54,2.89
5/1/16,Bellings,2478,Intimate,49,5.56,2.23
5/1/16,Ready Wear,4053,Mens,50,7.41,4.15
5/1/16,Bellings,5043,Home,70,5.32,2.98
5/1/16,Bellings,2478,Home,66,5.84,3.36
5/1/16,Bellings,4305,Juniors,24,12.12,5.28
5/1/16,Bellings,5043,Mens,32,7.99,2.85
5/1/16,Bellings,5169,Womens,34,9.75,4.91
5/1/16,Ready Wear,2067,Shoes,61,5.76,3.06
5/1/16,Ready Wear,3066,Kids,149,3.05,1.94
5/1/16,Ready Wear,2800,Home,66,5.25,2.75
5/1/16,Bellings,5343,Mens,72,3.92,1.61
5/1/16,Ready Wear,4053,Shoes,84,4.11,2.12
5/1/16,Bellings,5343,Kids,64,6.15,3.54
5/1/16,Ready Wear,2015,Accessories,136,3.85,2.62
5/1/16,Bellings,4703,Womens,30,9.92,4.33
5/1/16,Bellings,4012,Womens,38,9.51,5.08
5/1/16,Ready Wear,4551,Intimate,45,6.99,3.25
5/1/16,Bellings,4740,Kids,67,5.67,3.16
5/1/16,Bellings,4825,Accessories,73,4.01,1.7
5/1/16,Ready Wear,2830,Juniors,40,7.75,3.53
5/1/16,Bellings,3280,Intimate,54,5.76,2.62
5/1/16,Bellings,6112,Kids,59,6.01,3.12
5/1/16,Ready Wear,3018,Accessories,189,3.23,2.33
5/1/16,Bellings,3280,Womens,22,13.31,5.54
5/1/16,Bellings,4870,Womens,31,11.61,6.09
5/1/16,Bellings,6112,Juniors,16,12.99,2.29
5/1/16,Bellings,3136,Intimate,77,4.3,2.07
5/1/16,Bellings,3690,Kids,45,7.95,4.14
5/1/16,Bellings,5169,Kids,39,9.97,5.57
5/1/16,Ready Wear,3076,Shoes,85,4.21,2.19
5/1/16,Bellings,3136,Accessories,81,3.83,1.71
5/1/16,Ready Wear,3018,Kids,147,3.87,2.7
5/1/16,Ready Wear,3175,Shoes,149,2.76,1.6
5/1/16,Bellings,6027,Womens,42,8.23,4.13
5/1/16,Bellings,3134,Shoes,39,16.58,12.16
5/1/16,Bellings,6010,Womens,32,11.05,5.66
5/1/16,Bellings,3136,Shoes,15,41.79,30.21
5/1/16,Bellings,4802,Womens,91,6.13,4.22
5/1/16,Bellings,3630,Juniors,53,5.88,2.6
5/1/16,Ready Wear,2015,Intimate,108,4.37,2.75
5/1/16,Bellings,4700,Mens,58,4.88,1.83
5/1/16,Bellings,6021,Kids,45,9.23,5.29
5/1/16,Bellings,4570,Womens,40,9.02,4.57
5/1/16,Bellings,4700,Womens,48,8.24,4.53
5/1/16,Bellings,7320,Womens,55,7.99,4.75
5/1/16,Ready Wear,4558,Accessories,288,2.87,2.25
5/1/16,Bellings,4740,Shoes,50,18,14.42
5/1/16,Bellings,5343,Kids,40,10.24,5.76
5/1/16,Ready Wear,3076,Intimate,74,4.79,2.37
5/1/16,Bellings,3931,Juniors,28,11.67,5.25
5/1/16,Ready Wear,4215,Shoes,86,4.08,1.98
5/1/16,Ready Wear,2031,Juniors,20,11.44,2.38
5/1/16,Ready Wear,4215,Kids,188,3.47,2.5
5/1/16,Bellings,4680,Hosiery,83,5.02,2.83
5/1/16,Ready Wear,2020,Groceries,304,1.73,1.13
5/1/16,Ready Wear,2015,Groceries,288,1.99,1.36
5/1/16,Bellings,2131,Hosiery,97,4.06,2.18
5/1/16,Ready Wear,2020,Mens,79,4.68,2.37
5/1/16,Bellings,2539,Kids,55,6.71,3.39
5/1/16,Ready Wear,4551,Kids,167,3.66,2.56
5/1/16,Bellings,5290,Kids,38,10.46,5.64
5/1/16,Bellings,3136,Womens,44,8.01,3.84
5/1/16,Bellings,3429,Accessories,71,4.5,1.91
5/1/16,Ready Wear,4509,Juniors,35,11.65,6.39
5/1/16,Bellings,2158,Womens,25,14.67,7.29
5/1/16,Ready Wear,2541,Intimate,114,3.3,1.68
5/1/16,Bellings,2158,Mens,75,4.96,2.5
5/1/16,Ready Wear,2617,Intimate,56,5.98,2.67
5/1/16,Ready Wear,2795,Juniors,26,12.99,5.87
5/1/16,Ready Wear,2617,Shoes,27,16.03,9.14
5/1/16,Ready Wear,3175,Juniors,48,9.84,5.96
5/1/16,Bellings,2141,Accessories,81,5.12,2.82
5/1/16,Bellings,3136,Accessories,104,3.6,1.81
5/1/16,Bellings,6027,Kids,41,9.6,5.05
5/1/16,Bellings,2750,Mens,45,7.81,3.66
5/1/16,Ready Wear,2650,Intimate,82,4.28,2
5/1/16,Bellings,7018,Kids,66,6.29,3.45
5/1/16,Ready Wear,2116,Kids,179,3.33,2.28
5/1/16,Bellings,3136,Accessories,59,6.04,2.86
5/1/16,Bellings,6030,Accessories,80,4.23,1.88
5/1/16,Ready Wear,2560,Juniors,24,12.7,4.81
5/1/16,Ready Wear,2650,Shoes,10,44.99,26
5/1/16,Ready Wear,4068,Intimate,173,3.23,2.13
5/1/16,Bellings,2485,Womens,79,6.2,3.78
5/1/16,Bellings,5011,Womens,32,11.55,5.56
5/1/16,Bellings,5607,Shoes,41,15.58,10.9
5/1/16,Bellings,5607,Kids,71,6.37,3.67
5/1/16,Bellings,3690,Intimate,73,5.6,2.96
5/1/16,Bellings,4870,Womens,59,8.77,5.5
5/1/16,Ready Wear,2617,Juniors,32,9.87,3.82
5/1/16,Ready Wear,2560,Kids,181,4.23,3.16
5/1/16,Bellings,4700,Accessories,76,4.46,1.9
5/1/16,Ready Wear,4215,Kids,99,4.89,2.92
5/1/16,Bellings,4570,Womens,58,8.52,5.16
5/1/16,Bellings,2064,Juniors,32,8.56,2.46
5/1/16,Bellings,5169,Accessories,85,3.91,1.61
5/1/16,Bellings,5343,Womens,57,8.55,5.12
5/1/16,Ready Wear,2116,Accessories,110,6.24,4.46
5/1/16,Bellings,3179,Kids,97,5.56,3.54
5/1/16,Bellings,5169,Kids,48,9.41,5.32
5/1/16,Bellings,6450,Accessories,81,4.21,1.78
5/1/16,Bellings,2750,Kids,106,5.07,3.21
5/1/16,Bellings,3179,Accessories,90,3.63,1.44
5/1/16,Bellings,3500,Kids,78,6.22,3.69
5/1/16,Bellings,2478,Shoes,14,25.35,11.2
5/1/16,Bellings,4655,Shoes,15,41.99,28.76
5/1/16,Bellings,6052,Shoes,54,5.97,2.29
5/1/16,Ready Wear,2830,Shoes,43,28.69,24.06
5/1/16,Bellings,2750,Juniors,29,12.4,5.5
5/1/16,Bellings,6021,Kids,85,6.23,3.87
5/1/16,Bellings,3977,Accessories,101,3.43,1.44
5/1/16,Bellings,2609,Juniors,42,8.61,3.83
5/1/16,Ready Wear,2350,Womens,89,4.51,2.25
5/1/16,Bellings,4566,Shoes,100,4.73,2.72
5/1/16,Bellings,6010,Kids,46,9.39,5.01
5/1/16,Ready Wear,3550,Intimate,54,6.99,3.25
5/1/16,Ready Wear,4215,Juniors,53,6.99,3.18
5/1/16,Ready Wear,3018,Home,56,7.1,3.49
5/1/16,Bellings,4740,Mens,76,5.68,3.02
5/1/16,Bellings,2539,Intimate,64,5.98,2.81
5/1/16,Ready Wear,2650,Shoes,147,3.02,1.64
5/1/16,Bellings,6109,Shoes,20,25.69,15.46
5/1/16,Bellings,3931,Womens,78,6.71,4.09
5/1/16,Ready Wear,2617,Groceries,545,1.29,0.91
5/1/16,Ready Wear,6330,Womens,46,7.06,2.6
5/1/16,Bellings,7010,Kids,45,9.86,5.3
5/1/16,Bellings,3131,Accessories,73,4.81,2
5/1/16,Ready Wear,3353,Kids,114,5,3.2
5/1/16,Ready Wear,2020,Shoes,97,4.07,1.95
5/1/16,Bellings,3429,Womens,49,8.32,4.11
5/1/16,Bellings,2750,Shoes,43,14.34,9.54
5/1/16,Ready Wear,4053,Intimate,168,2.52,1.29
5/1/16,Bellings,4802,Accessories,179,2.46,1.31
5/1/16,Bellings,2609,Womens,109,5.83,3.94
5/1/16,Bellings,3931,Accessories,89,4.05,1.73
5/1/16,Bellings,6109,Kids,75,5.97,3.21
5/1/16,Bellings,5607,Womens,29,11.13,4
5/1/16,Bellings,4680,Shoes,10,48.49,27.79
5/1/16,Ready Wear,4215,Intimate,60,7.01,3.55
5/1/16,Ready Wear,2067,Kids,170,4.7,3.48
5/1/16,Ready Wear,3066,Juniors,52,10.91,6.9
5/1/16,Bellings,5169,Womens,90,6.64,4.32
5/1/16,Bellings,2064,Home,184,3.48,2.35
5/1/16,Ready Wear,3018,Groceries,192,3.81,2.72
5/1/16,Ready Wear,2480,Accessories,236,2.34,1.45
5/1/16,Ready Wear,2650,Home,42,10.39,5.38
5/1/16,Ready Wear,2617,Kids,95,4.93,2.71
5/1/16,Ready Wear,2015,Juniors,31,9.28,2.49
5/1/16,Bellings,6112,Womens,66,8.04,4.83
5/1/16,Ready Wear,2795,Groceries,537,1.19,0.79
5/1/16,Bellings,6021,Shoes,78,6.24,3.52
5/1/16,Bellings,2141,Womens,42,10.47,5.39
5/1/16,Bellings,4740,Kids,43,10.64,5.67
5/1/16,Ready Wear,6330,Kids,162,3.66,2.33
5/1/16,Bellings,2539,Kids,78,6.26,3.49
5/1/16,Bellings,4870,Shoes,23,27.42,18.01
5/1/16,Bellings,4012,Kids,88,5.42,2.95
5/1/16,Bellings,3977,Womens,46,9.12,4.4
5/1/16,Bellings,2790,Accessories,74,6.18,3.24
5/1/16,Bellings,2478,Womens,51,7.65,3.38
5/1/16,Ready Wear,4119,Kids,240,4.37,3.46
5/1/16,Ready Wear,3148,Intimate,122,4.63,2.84
5/1/16,Bellings,2158,Kids,79,5.76,3
5/1/16,Bellings,6450,Womens,82,6.82,4.16
5/1/16,Ready Wear,3175,Mens,177,4.08,2.85
5/1/16,Bellings,4802,Kids,86,5.95,3.41
5/1/16,Bellings,3131,Accessories,177,2.68,1.44
5/1/16,Ready Wear,3018,Mens,266,1.64,0.81
5/1/16,Bellings,3500,Mens,63,6.61,3.11
5/1/16,Ready Wear,2031,Kids,144,3.36,1.83
5/1/16,Bellings,2064,Mens,67,5.99,2.7
5/1/16,Ready Wear,4068,Intimate,168,2.79,1.47
5/1/16,Bellings,7018,Home,136,4.25,2.62
5/1/16,Ready Wear,3066,Shoes,148,3.17,1.66
5/1/16,Bellings,5607,Womens,53,10.32,6.08
5/1/16,Bellings,3280,Mens,71,6.13,2.96
5/1/16,Ready Wear,3175,Intimate,117,4.35,2.43
5/1/16,Ready Wear,2800,Juniors,39,9.2,3.43
5/1/16,Bellings,6725,Shoes,88,4.59,2.03
5/1/16,Ready Wear,2350,Shoes,128,3.96,2.19
5/1/16,Bellings,2790,Shoes,18,34.66,22.03
5/1/16,Bellings,4825,Womens,101,5.85,3.59
5/1/16,Bellings,5168,Juniors,55,6.75,2.6
5/1/16,Bellings,2790,Kids,54,9.06,4.83
5/1/16,Bellings,5290,Shoes,68,6.44,3.08
5/1/16,Bellings,6027,Hosiery,111,4.11,2.05
5/1/16,Bellings,2120,Womens,40,10.67,4.96
5/1/16,Bellings,6021,Accessories,92,4.1,1.61
5/1/16,Ready Wear,3353,Groceries,378,1.98,1.37
5/1/16,Bellings,3500,Accessories,80,4.98,2.11
5/1/16,Bellings,7010,Hosiery,96,4.89,2.5
5/1/16,Bellings,6725,Juniors,48,8.35,3.55
5/1/16,Bellings,7250,Shoes,20,29.24,17.73
5/1/16,Bellings,7320,Intimate,57,7.23,3.18
5/1/16,Bellings,7018,Kids,65,7.3,3.74
5/1/16,Bellings,2131,Mens,97,4.09,1.7
5/1/16,Bellings,2539,Womens,73,7.21,4.03
5/1/16,Bellings,4566,Accessories,113,3.74,1.69
5/1/16,Ready Wear,3066,Intimate,52,4.99,0.5
5/1/16,Bellings,6027,Accessories,85,4.81,2.06
5/1/16,Bellings,3429,Juniors,56,7.62,3.44
5/1/16,Bellings,4740,Juniors,35,12.18,5.48
5/1/16,Ready Wear,4119,Intimate,134,5.34,3.58
5/1/16,Ready Wear,3550,Accessories,81,12.8,9.89
5/1/16,Ready Wear,2830,Intimate,158,3.08,1.59
5/1/16,Bellings,4220,Juniors,52,8.63,4.09
5/1/16,Bellings,6030,Womens,120,6.18,4.21
5/1/16,Bellings,3977,Mens,49,8.1,3.28
5/1/16,Bellings,6021,Womens,118,6.7,4.7
5/1/16,Ready Wear,2480,Intimate,143,3.74,2.08
5/1/16,Ready Wear,3076,Shoes,71,14.2,10.86
5/1/16,Bellings,5343,Accessories,80,5.11,2.15
5/1/16,Bellings,5607,Accessories,89,4.64,1.96
5/1/16,Ready Wear,2480,Intimate,112,4.22,2.09
5/1/16,Ready Wear,3551,Womens,81,5.03,2.08
5/1/16,Bellings,6030,Shoes,17,39.75,25.63
5/1/16,Ready Wear,4053,Groceries,362,2.41,1.74
5/1/16,Ready Wear,3066,Groceries,223,3.4,2.31
5/1/16,Bellings,2141,Shoes,61,14.78,10.8
5/1/16,Bellings,7010,Mens,65,8.03,4.29
5/1/16,Bellings,7320,Shoes,86,14.94,12.11
5/1/16,Bellings,5043,Kids,111,4.73,2.54
5/1/16,Bellings,7320,Accessories,137,3.99,2.21
5/1/16,Bellings,6052,Womens,173,5.56,4.15
5/1/16,Ready Wear,4119,Shoes,114,4.15,2.01
5/1/16,Bellings,3280,Shoes,64,15.78,11.95
5/1/16,Bellings,2158,Accessories,82,6.56,3.56
5/1/16,Bellings,2064,Intimate,212,2.55,1.39
5/1/16,Bellings,4700,Shoes,19,39.46,26.5
5/1/16,Ready Wear,6330,Kids,136,4.22,2.41
5/1/16,Bellings,4703,Shoes,13,42.37,23.42
5/1/16,Ready Wear,2800,Shoes,70,13.98,10.45
5/1/16,Ready Wear,4215,Mens,100,4.26,1.79
5/1/16,Bellings,870,Shoes,58,14.39,10.13
5/1/16,Ready Wear,4053,Home,82,6.53,3.52
5/1/16,Bellings,5082,Womens,108,8.12,5.83
5/1/16,Ready Wear,2560,Accessories,24,27.91,17.6
5/1/16,Bellings,2141,Accessories,120,3.43,1.36
5/1/16,Bellings,7010,Kids,101,5.44,2.98
5/1/16,Ready Wear,4053,Kids,290,2.52,1.66
5/1/16,Bellings,2158,Juniors,64,6.78,2.87
5/1/16,Bellings,4012,Juniors,56,8.34,3.85
5/1/16,Ready Wear,4068,Mens,85,5.66,2.69
5/1/16,Bellings,4870,Kids,58,9.37,5.01
5/1/16,Ready Wear,2650,Mens,49,9.2,4
5/1/16,Bellings,2141,Hosiery,107,4.73,2.35
5/1/16,Bellings,3630,Shoes,86,10.93,7.97
5/1/16,Bellings,2609,Accessories,90,5.24,2.4
5/1/16,Ready Wear,2067,Juniors,59,7.7,3.37
5/1/16,Bellings,4703,Juniors,44,10.1,4.29
5/1/16,Bellings,870,Shoes,11,49.08,25.79
5/1/16,Bellings,7010,Juniors,55,8.37,3.71
5/1/16,Ready Wear,3175,Juniors,41,11.53,5.26
5/1/16,Ready Wear,2617,Home,185,4.78,3.39
